Brand,Model,Year,Mileage,Engine_size,Price,Fuel_type,Brand_id,Model_id,Fuel_type_id
BMW,M2 ,1.716801127637489,-1.5774126281801055,2.1721241053340483,1.0295081309494043,Petrol,1,1713,0
BMW,M2 CS,1.4031856924773884,-1.5446061998170957,2.6038578255932063,1.81337669365628,Petrol,1,1716,0
BMW,M2 CS,1.4031856924773884,-1.5426642792277714,2.6038578255932063,1.5449061634802257,Petrol,1,1716,0
BMW,M2 CS,1.4031856924773884,-1.5220764839533418,2.6038578255932063,1.3595824496291429,Petrol,1,1716,0
BMW,M2 CS,1.4031856924773884,-1.5064551935489543,2.6038578255932063,1.910747275802103,Petrol,1,1716,0
BMW,M2 CS,1.4031856924773884,-1.4230041636218844,2.6038578255932063,1.6889736371888406,Petrol,1,1716,0
BMW,M235 i,0.7759548221571867,-0.9694368174799668,2.6038578255932063,0.080931775692679,Petrol,1,1719,0
BMW,M235 i,0.7759548221571867,-0.7359251628982075,2.6038578255932063,0.0018837460879519,Petrol,1,1719,0
BMW,M235 i,0.7759548221571867,-0.4745048442716456,2.6038578255932063,-0.0408363464546027,Petrol,1,1719,0
BMW,M235 i,0.880493300543887,-1.371431564608059,2.1721241053340483,0.2006017093998353,Petrol,1,1719,0
BMW,M235 i,0.880493300543887,-0.7070197608518048,2.1721241053340483,0.0799558740926206,Petrol,1,1719,0
BMW,M235 i,0.880493300543887,-0.5576121714395429,2.1721241053340483,-0.0325167853141052,Petrol,1,1719,0
BMW,M235 i,0.880493300543887,-0.3840422780574579,2.1721241053340483,-0.2129121960848929,Petrol,1,1719,0
BMW,M235 i,0.9850317789305872,-1.2408417012604884,3.251458405981942,0.2983138571056786,Petrol,1,1719,0
BMW,M235 i,0.9850317789305872,-0.8703473120105509,3.251458405981942,0.0810537633926863,Petrol,1,1719,0
BMW,M235 i,0.9850317789305872,-0.8528012861547976,3.251458405981942,0.0811513535526921,Petrol,1,1719,0
BMW,M235 i,0.9850317789305872,-0.7782865279662114,3.251458405981942,-0.0042644339924157,Petrol,1,1719,0
BMW,M235 i,0.9850317789305872,-0.7263874113311721,3.251458405981942,-0.0018978726122742,Petrol,1,1719,0
BMW,M235 i,0.9850317789305872,-0.6398946119854263,3.251458405981942,0.0811269560126907,Petrol,1,1719,0
BMW,M235 i,0.9850317789305872,-0.2327958788836233,3.251458405981942,0.0079343360083137,Petrol,1,1719,0
BMW,M235 i,0.9850317789305872,-0.2216255392105189,3.251458405981942,-0.0408363464546027,Petrol,1,1719,0
BMW,M3 ,-1.9420456158970203,0.3526845862286787,0.0134555040382614,1.5694012936416903,Diesel,1,1724,1
BMW,M3 ,-0.4785069184832164,-0.0164349919845689,2.1721241053340483,-0.1749984189226257,Petrol,1,1724,0
BMW,M3 ,-0.4785069184832164,0.2893057974372798,2.1721241053340483,-0.2116191264648156,Petrol,1,1724,0
BMW,M3 ,-0.4785069184832164,0.3745784519879635,2.1721241053340483,-0.1408418629205831,Petrol,1,1724,0
BMW,M3 ,-0.3739684400965162,-1.3021239032209355,2.1721241053340483,0.7154873935906259,Petrol,1,1724,0
BMW,M3 ,-0.3739684400965162,-0.8885291879707733,2.1721241053340483,0.239759761102177,Petrol,1,1724,0
BMW,M3 ,-0.3739684400965162,-0.7276075561262344,2.1721241053340483,0.2030414633999812,Petrol,1,1724,0
BMW,M3 ,-0.3739684400965162,-0.2278637442894987,2.1721241053340483,0.8338398601377033,Petrol,1,1724,0
BMW,M3 ,-0.3739684400965162,0.5088631199966379,2.1721241053340483,-0.3093068766306574,Petrol,1,1724,0
BMW,M3 ,-0.269429961709816,-0.0112622654590236,2.1721241053340483,0.0322586833897683,Petrol,1,1724,0
BMW,M3 ,-0.269429961709816,0.2338837275207229,2.1721241053340483,-0.2605117966277395,Petrol,1,1724,0
BMW,M3 ,-0.1648914833231156,0.5100660796537415,1.092789804686155,-0.2606337843277467,Diesel,1,1724,1
BMW,M3 ,-0.0603530049364154,-0.7425414410122771,2.1721241053340483,0.7151946231106083,Petrol,1,1724,0
BMW,M3 ,-0.0603530049364154,0.0647819700078798,2.1721241053340483,-0.0167315769331612,Petrol,1,1724,0
BMW,M3 ,0.1487239518369851,-0.6125530574932583,2.6038578255932063,0.1054513033941453,Petrol,1,1724,0
BMW,M3 ,0.1487239518369851,-0.4735596616839213,2.6038578255932063,0.0376261421900893,Petrol,1,1724,0
BMW,M3 ,0.1487239518369851,-0.0368337507414536,2.6038578255932063,-0.0530107189153307,Petrol,1,1724,0
BMW,M3 ,0.1487239518369851,0.133608447532162,2.6038578255932063,-0.1066853069185405,Petrol,1,1724,0
BMW,M3 ,0.1487239518369851,0.2548152255543249,2.6038578255932063,-0.0409339366146086,Petrol,1,1724,0
BMW,M3 ,0.1487239518369851,0.3375272945491739,2.6038578255932063,-0.138816867100462,Petrol,1,1724,0
